inventory_id,date,store_id,product_id,current_stock,reorder_level
INV-20260826-S002-P035,2026-08-26,S002,P035,243,83.0
INV-20260826-S002-P036,2026-08-26,S002,P036,24,20.0
INV-20260826-S002-P037,2026-08-26,S002,P037,321,97.0
INV-20260826-S002-P038,2026-08-26,S002,P038,112,32.0
INV-20260826-S002-P039,2026-08-26,S002,P039,40,14.0
INV-20260826-S002-P040,2026-08-26,S002,P040,255,62.0
INV-20260826-S002-P041,2026-08-26,S002,P041,207,45.0
INV-20260826-S002-P042,2026-08-26,S002,P042,191,88.0
INV-20260826-S002-P043,2026-08-26,S002,P043,134,86.0
INV-20260826-S002-P044,2026-08-26,S002,P044,147,40.0
INV-20260826-S002-P045,2026-08-26,S002,P045,194,100.0
INV-20260826-S002-P046,2026-08-26,S002,P046,182,37.0
INV-20260826-S002-P047,2026-08-26,S002,P047,199,59.0
INV-20260826-S002-P048,2026-08-26,S002,P048,145,34.0
INV-20260826-S002-P049,2026-08-26,S002,P049,248,98.0
INV-20260826-S002-P050,2026-08-26,S002,P050,52,26.0
INV-20260826-S003-P001,2026-08-26,S003,P001,94,57.0
INV-20260826-S003-P002,2026-08-26,S003,P002,157,41.0
INV-20260826-S003-P003,2026-08-26,S003,P003,112,24.0
INV-20260826-S003-P004,2026-08-26,S003,P004,35,20.0
INV-20260826-S003-P005,2026-08-26,S003,P005,167,66.0
INV-20260826-S003-P006,2026-08-26,S003,P006,56,26.0
INV-20260826-S003-P007,2026-08-26,S003,P007,384,97.0
INV-20260826-S003-P008,2026-08-26,S003,P008,209,65.0
INV-20260826-S003-P009,2026-08-26,S003,P009,93,43.0
INV-20260826-S003-P010,2026-08-26,S003,P010,257,66.0
INV-20260826-S003-P011,2026-08-26,S003,P011,160,12.0
INV-20260826-S003-P012,2026-08-26,S003,P012,310,101.0
INV-20260826-S003-P013,2026-08-26,S003,P013,221,56.0
INV-20260826-S003-P014,2026-08-26,S003,P014,112,84.0
INV-20260826-S003-P015,2026-08-26,S003,P015,44,18.0
INV-20260826-S003-P016,2026-08-26,S003,P016,110,56.0
INV-20260826-S003-P017,2026-08-26,S003,P017,74,56.0
INV-20260826-S003-P018,2026-08-26,S003,P018,480,99.0
INV-20260826-S003-P019,2026-08-26,S003,P019,279,64.0
INV-20260826-S003-P020,2026-08-26,S003,P020,59,55.0
INV-20260826-S003-P021,2026-08-26,S003,P021,126,35.0
INV-20260826-S003-P022,2026-08-26,S003,P022,162,41.0
INV-20260826-S003-P023,2026-08-26,S003,P023,127,59.0
INV-20260826-S003-P024,2026-08-26,S003,P024,173,51.0
INV-20260826-S003-P025,2026-08-26,S003,P025,142,12.0
INV-20260826-S003-P026,2026-08-26,S003,P026,233,88.0
INV-20260826-S003-P027,2026-08-26,S003,P027,185,95.0
INV-20260826-S003-P028,2026-08-26,S003,P028,73,23.0
INV-20260826-S003-P029,2026-08-26,S003,P029,134,62.0
INV-20260826-S003-P030,2026-08-26,S003,P030,97,20.0
INV-20260826-S003-P031,2026-08-26,S003,P031,355,74.0
INV-20260826-S003-P032,2026-08-26,S003,P032,167,37.0
INV-20260826-S003-P033,2026-08-26,S003,P033,126,72.0
INV-20260826-S003-P034,2026-08-26,S003,P034,255,79.0
INV-20260826-S003-P035,2026-08-26,S003,P035,412,83.0
INV-20260826-S003-P036,2026-08-26,S003,P036,44,20.0
INV-20260826-S003-P037,2026-08-26,S003,P037,459,97.0
INV-20260826-S003-P038,2026-08-26,S003,P038,96,32.0
INV-20260826-S003-P039,2026-08-26,S003,P039,155,14.0
INV-20260826-S003-P040,2026-08-26,S003,P040,161,62.0
INV-20260826-S003-P041,2026-08-26,S003,P041,176,45.0
INV-20260826-S003-P042,2026-08-26,S003,P042,213,88.0
INV-20260826-S003-P043,2026-08-26,S003,P043,196,86.0
INV-20260826-S003-P044,2026-08-26,S003,P044,198,40.0
INV-20260826-S003-P045,2026-08-26,S003,P045,372,100.0
INV-20260826-S003-P046,2026-08-26,S003,P046,147,37.0
INV-20260826-S003-P047,2026-08-26,S003,P047,290,59.0
INV-20260826-S003-P048,2026-08-26,S003,P048,166,34.0
INV-20260826-S003-P049,2026-08-26,S003,P049,302,98.0
INV-20260827-S001-P001,2026-08-27,S001,P001,183,57.0
INV-20260827-S001-P002,2026-08-27,S001,P002,205,41.0
INV-20260827-S001-P003,2026-08-27,S001,P003,77,24.0
INV-20260827-S001-P004,2026-08-27,S001,P004,64,20.0
INV-20260827-S001-P005,2026-08-27,S001,P005,100,66.0
INV-20260827-S001-P006,2026-08-27,S001,P006,95,26.0
INV-20260827-S001-P007,2026-08-27,S001,P007,107,97.0
INV-20260827-S001-P008,2026-08-27,S001,P008,121,65.0
INV-20260827-S001-P009,2026-08-27,S001,P009,83,43.0
INV-20260827-S001-P010,2026-08-27,S001,P010,257,66.0
INV-20260827-S001-P011,2026-08-27,S001,P011,136,12.0
INV-20260827-S001-P012,2026-08-27,S001,P012,277,101.0
INV-20260827-S001-P013,2026-08-27,S001,P013,270,56.0
INV-20260827-S001-P014,2026-08-27,S001,P014,393,84.0
INV-20260827-S001-P015,2026-08-27,S001,P015,28,18.0
INV-20260827-S001-P016,2026-08-27,S001,P016,272,56.0
INV-20260827-S001-P017,2026-08-27,S001,P017,215,56.0
INV-20260827-S001-P018,2026-08-27,S001,P018,131,99.0
INV-20260827-S001-P019,2026-08-27,S001,P019,282,64.0
INV-20260827-S001-P020,2026-08-27,S001,P020,91,55.0
INV-20260827-S001-P021,2026-08-27,S001,P021,140,35.0
INV-20260827-S001-P022,2026-08-27,S001,P022,97,41.0
INV-20260827-S001-P023,2026-08-27,S001,P023,210,59.0
INV-20260827-S001-P024,2026-08-27,S001,P024,166,51.0
INV-20260827-S001-P025,2026-08-27,S001,P025,191,12.0
INV-20260827-S001-P026,2026-08-27,S001,P026,387,88.0
INV-20260827-S001-P027,2026-08-27,S001,P027,289,95.0
INV-20260827-S001-P028,2026-08-27,S001,P028,52,23.0
INV-20260827-S001-P029,2026-08-27,S001,P029,225,62.0
INV-20260827-S001-P030,2026-08-27,S001,P030,70,20.0
INV-20260827-S001-P031,2026-08-27,S001,P031,307,74.0
INV-20260827-S001-P032,2026-08-27,S001,P032,73,37.0
INV-20260827-S001-P033,2026-08-27,S001,P033,337,72.0
INV-20260827-S001-P034,2026-08-27,S001,P034,377,79.0
INV-20260827-S001-P035,2026-08-27,S001,P035,352,83.0
INV-20260827-S001-P036,2026-08-27,S001,P036,37,20.0
INV-20260827-S001-P037,2026-08-27,S001,P037,451,97.0
INV-20260827-S001-P038,2026-08-27,S001,P038,99,32.0
INV-20260827-S001-P039,2026-08-27,S001,P039,133,14.0
INV-20260827-S001-P040,2026-08-27,S001,P040,75,62.0
INV-20260827-S001-P041,2026-08-27,S001,P041,139,45.0
INV-20260827-S001-P042,2026-08-27,S001,P042,95,88.0
INV-20260827-S001-P043,2026-08-27,S001,P043,157,86.0
INV-20260827-S001-P044,2026-08-27,S001,P044,116,40.0
INV-20260827-S001-P045,2026-08-27,S001,P045,185,100.0
INV-20260827-S001-P046,2026-08-27,S001,P046,38,37.0
INV-20260827-S001-P047,2026-08-27,S001,P047,278,59.0
INV-20260827-S001-P048,2026-08-27,S001,P048,125,34.0
INV-20260827-S001-P049,2026-08-27,S001,P049,457,98.0
INV-20260827-S001-P050,2026-08-27,S001,P050,45,26.0
INV-20260827-S002-P001,2026-08-27,S002,P001,265,57.0
INV-20260827-S002-P002,2026-08-27,S002,P002,134,41.0
INV-20260827-S002-P003,2026-08-27,S002,P003,78,24.0
INV-20260827-S002-P004,2026-08-27,S002,P004,369,20.0
INV-20260827-S002-P005,2026-08-27,S002,P005,279,66.0
INV-20260827-S002-P006,2026-08-27,S002,P006,48,26.0
INV-20260827-S002-P007,2026-08-27,S002,P007,227,97.0
INV-20260827-S002-P008,2026-08-27,S002,P008,68,65.0
INV-20260827-S002-P009,2026-08-27,S002,P009,162,43.0
INV-20260827-S002-P010,2026-08-27,S002,P010,272,66.0
INV-20260827-S002-P011,2026-08-27,S002,P011,26,12.0
INV-20260827-S002-P012,2026-08-27,S002,P012,168,101.0
INV-20260827-S002-P013,2026-08-27,S002,P013,145,56.0
INV-20260827-S002-P014,2026-08-27,S002,P014,150,84.0
INV-20260827-S002-P015,2026-08-27,S002,P015,88,18.0
INV-20260827-S002-P016,2026-08-27,S002,P016,67,56.0
INV-20260827-S002-P017,2026-08-27,S002,P017,184,56.0
INV-20260827-S002-P018,2026-08-27,S002,P018,491,99.0
INV-20260827-S002-P019,2026-08-27,S002,P019,114,64.0
INV-20260827-S002-P020,2026-08-27,S002,P020,217,55.0
INV-20260827-S002-P021,2026-08-27,S002,P021,117,35.0
INV-20260827-S002-P022,2026-08-27,S002,P022,135,41.0
INV-20260827-S002-P023,2026-08-27,S002,P023,81,59.0
INV-20260827-S002-P024,2026-08-27,S002,P024,235,51.0
INV-20260827-S002-P025,2026-08-27,S002,P025,29,12.0
INV-20260827-S002-P026,2026-08-27,S002,P026,93,88.0
INV-20260827-S002-P027,2026-08-27,S002,P027,356,95.0
INV-20260827-S002-P028,2026-08-27,S002,P028,102,23.0
INV-20260827-S002-P029,2026-08-27,S002,P029,69,62.0
INV-20260827-S002-P030,2026-08-27,S002,P030,86,20.0
INV-20260827-S002-P031,2026-08-27,S002,P031,106,74.0
INV-20260827-S002-P032,2026-08-27,S002,P032,54,37.0
INV-20260827-S002-P033,2026-08-27,S002,P033,309,72.0
INV-20260827-S002-P034,2026-08-27,S002,P034,95,79.0
INV-20260827-S002-P035,2026-08-27,S002,P035,228,83.0
INV-20260827-S002-P036,2026-08-27,S002,P036,22,20.0
INV-20260827-S002-P037,2026-08-27,S002,P037,299,97.0
INV-20260827-S002-P038,2026-08-27,S002,P038,108,32.0
INV-20260827-S002-P039,2026-08-27,S002,P039,37,14.0
INV-20260827-S002-P040,2026-08-27,S002,P040,247,62.0
INV-20260827-S002-P041,2026-08-27,S002,P041,194,45.0
INV-20260827-S002-P042,2026-08-27,S002,P042,181,88.0
INV-20260827-S002-P043,2026-08-27,S002,P043,122,86.0
INV-20260827-S002-P044,2026-08-27,S002,P044,140,40.0
INV-20260827-S002-P045,2026-08-27,S002,P045,172,100.0
INV-20260827-S002-P046,2026-08-27,S002,P046,176,37.0
INV-20260827-S002-P047,2026-08-27,S002,P047,186,59.0
INV-20260827-S002-P048,2026-08-27,S002,P048,140,34.0
INV-20260827-S002-P049,2026-08-27,S002,P049,234,98.0
INV-20260827-S002-P050,2026-08-27,S002,P050,50,26.0
INV-20260827-S003-P001,2026-08-27,S003,P001,91,57.0
INV-20260827-S003-P002,2026-08-27,S003,P002,153,41.0
INV-20260827-S003-P003,2026-08-27,S003,P003,110,24.0
INV-20260827-S003-P004,2026-08-27,S003,P004,33,20.0
INV-20260827-S003-P005,2026-08-27,S003,P005,159,66.0
INV-20260827-S003-P006,2026-08-27,S003,P006,55,26.0
INV-20260827-S003-P007,2026-08-27,S003,P007,372,97.0
INV-20260827-S003-P008,2026-08-27,S003,P008,202,65.0
INV-20260827-S003-P009,2026-08-27,S003,P009,92,43.0
INV-20260827-S003-P010,2026-08-27,S003,P010,250,66.0
INV-20260827-S003-P011,2026-08-27,S003,P011,160,12.0
INV-20260827-S003-P012,2026-08-27,S003,P012,297,101.0
INV-20260827-S003-P013,2026-08-27,S003,P013,217,56.0
INV-20260827-S003-P014,2026-08-27,S003,P014,103,84.0
INV-20260827-S003-P015,2026-08-27,S003,P015,44,18.0
INV-20260827-S003-P016,2026-08-27,S003,P016,102,56.0
INV-20260827-S003-P017,2026-08-27,S003,P017,66,56.0
INV-20260827-S003-P018,2026-08-27,S003,P018,466,99.0
INV-20260827-S003-P019,2026-08-27,S003,P019,271,64.0
INV-20260827-S003-P020,2026-08-27,S003,P020,274,55.0
INV-20260827-S003-P021,2026-08-27,S003,P021,122,35.0
INV-20260827-S003-P022,2026-08-27,S003,P022,156,41.0
INV-20260827-S003-P023,2026-08-27,S003,P023,118,59.0
INV-20260827-S003-P024,2026-08-27,S003,P024,167,51.0
INV-20260827-S003-P025,2026-08-27,S003,P025,141,12.0
INV-20260827-S003-P026,2026-08-27,S003,P026,228,88.0
INV-20260827-S003-P027,2026-08-27,S003,P027,170,95.0
INV-20260827-S003-P028,2026-08-27,S003,P028,70,23.0
INV-20260827-S003-P029,2026-08-27,S003,P029,129,62.0
INV-20260827-S003-P030,2026-08-27,S003,P030,96,20.0
INV-20260827-S003-P031,2026-08-27,S003,P031,345,74.0
INV-20260827-S003-P032,2026-08-27,S003,P032,159,37.0
INV-20260827-S003-P033,2026-08-27,S003,P033,115,72.0
INV-20260827-S003-P034,2026-08-27,S003,P034,245,79.0
INV-20260827-S003-P035,2026-08-27,S003,P035,403,83.0
INV-20260827-S003-P036,2026-08-27,S003,P036,42,20.0
INV-20260827-S003-P037,2026-08-27,S003,P037,447,97.0
INV-20260827-S003-P038,2026-08-27,S003,P038,92,32.0
INV-20260827-S003-P039,2026-08-27,S003,P039,154,14.0
INV-20260827-S003-P040,2026-08-27,S003,P040,152,62.0
INV-20260827-S003-P041,2026-08-27,S003,P041,173,45.0
INV-20260827-S003-P042,2026-08-27,S003,P042,208,88.0
INV-20260827-S003-P043,2026-08-27,S003,P043,185,86.0
INV-20260827-S003-P044,2026-08-27,S003,P044,197,40.0
INV-20260827-S003-P045,2026-08-27,S003,P045,361,100.0
INV-20260827-S003-P046,2026-08-27,S003,P046,142,37.0
INV-20260827-S003-P047,2026-08-27,S003,P047,284,59.0
INV-20260827-S003-P048,2026-08-27,S003,P048,159,34.0
INV-20260827-S003-P049,2026-08-27,S003,P049,295,98.0
INV-20260828-S001-P001,2026-08-28,S001,P001,174,57.0
INV-20260828-S001-P002,2026-08-28,S001,P002,200,41.0
INV-20260828-S001-P003,2026-08-28,S001,P003,70,24.0
INV-20260828-S001-P004,2026-08-28,S001,P004,63,20.0
INV-20260828-S001-P005,2026-08-28,S001,P005,91,66.0
INV-20260828-S001-P006,2026-08-28,S001,P006,91,26.0
INV-20260828-S001-P007,2026-08-28,S001,P007,487,97.0
INV-20260828-S001-P008,2026-08-28,S001,P008,109,65.0
INV-20260828-S001-P009,2026-08-28,S001,P009,75,43.0
INV-20260828-S001-P010,2026-08-28,S001,P010,249,66.0
INV-20260828-S001-P011,2026-08-28,S001,P011,136,12.0
INV-20260828-S001-P012,2026-08-28,S001,P012,254,101.0
INV-20260828-S001-P013,2026-08-28,S001,P013,264,56.0
INV-20260828-S001-P014,2026-08-28,S001,P014,380,84.0
INV-20260828-S001-P015,2026-08-28,S001,P015,24,18.0
INV-20260828-S001-P016,2026-08-28,S001,P016,265,56.0
INV-20260828-S001-P017,2026-08-28,S001,P017,204,56.0
INV-20260828-S001-P018,2026-08-28,S001,P018,117,99.0
INV-20260828-S001-P019,2026-08-28,S001,P019,273,64.0
INV-20260828-S001-P020,2026-08-28,S001,P020,82,55.0
INV-20260828-S001-P021,2026-08-28,S001,P021,134,35.0
INV-20260828-S001-P022,2026-08-28,S001,P022,91,41.0
INV-20260828-S001-P023,2026-08-28,S001,P023,203,59.0
INV-20260828-S001-P024,2026-08-28,S001,P024,156,51.0
INV-20260828-S001-P025,2026-08-28,S001,P025,190,12.0
INV-20260828-S001-P026,2026-08-28,S001,P026,373,88.0
INV-20260828-S001-P027,2026-08-28,S001,P027,274,95.0
INV-20260828-S001-P028,2026-08-28,S001,P028,51,23.0
INV-20260828-S001-P029,2026-08-28,S001,P029,220,62.0
INV-20260828-S001-P030,2026-08-28,S001,P030,66,20.0
INV-20260828-S001-P031,2026-08-28,S001,P031,291,74.0
INV-20260828-S001-P032,2026-08-28,S001,P032,69,37.0
INV-20260828-S001-P033,2026-08-28,S001,P033,324,72.0
INV-20260828-S001-P034,2026-08-28,S001,P034,366,79.0
INV-20260828-S001-P035,2026-08-28,S001,P035,331,83.0
INV-20260828-S001-P036,2026-08-28,S001,P036,34,20.0
INV-20260828-S001-P037,2026-08-28,S001,P037,434,97.0
INV-20260828-S001-P038,2026-08-28,S001,P038,94,32.0
INV-20260828-S001-P039,2026-08-28,S001,P039,131,14.0
INV-20260828-S001-P040,2026-08-28,S001,P040,66,62.0
INV-20260828-S001-P041,2026-08-28,S001,P041,136,45.0
INV-20260828-S001-P042,2026-08-28,S001,P042,440,88.0
INV-20260828-S001-P043,2026-08-28,S001,P043,144,86.0
INV-20260828-S001-P044,2026-08-28,S001,P044,112,40.0
INV-20260828-S001-P045,2026-08-28,S001,P045,177,100.0
INV-20260828-S001-P046,2026-08-28,S001,P046,186,37.0
INV-20260828-S001-P047,2026-08-28,S001,P047,267,59.0
INV-20260828-S001-P048,2026-08-28,S001,P048,118,34.0
INV-20260828-S001-P049,2026-08-28,S001,P049,443,98.0
INV-20260828-S001-P050,2026-08-28,S001,P050,38,26.0
INV-20260828-S002-P001,2026-08-28,S002,P001,259,57.0
INV-20260828-S002-P002,2026-08-28,S002,P002,124,41.0
INV-20260828-S002-P003,2026-08-28,S002,P003,74,24.0
INV-20260828-S002-P004,2026-08-28,S002,P004,368,20.0
INV-20260828-S002-P005,2026-08-28,S002,P005,269,66.0
INV-20260828-S002-P006,2026-08-28,S002,P006,45,26.0
INV-20260828-S002-P007,2026-08-28,S002,P007,227,97.0
INV-20260828-S002-P008,2026-08-28,S002,P008,317,65.0
INV-20260828-S002-P009,2026-08-28,S002,P009,152,43.0
INV-20260828-S002-P010,2026-08-28,S002,P010,266,66.0
INV-20260828-S002-P011,2026-08-28,S002,P011,23,12.0
INV-20260828-S002-P012,2026-08-28,S002,P012,146,101.0
INV-20260828-S002-P013,2026-08-28,S002,P013,137,56.0
INV-20260828-S002-P014,2026-08-28,S002,P014,137,84.0
INV-20260828-S002-P015,2026-08-28,S002,P015,85,18.0
INV-20260828-S002-P016,2026-08-28,S002,P016,58,56.0
INV-20260828-S002-P017,2026-08-28,S002,P017,168,56.0
INV-20260828-S002-P018,2026-08-28,S002,P018,467,99.0
INV-20260828-S002-P019,2026-08-28,S002,P019,101,64.0
INV-20260828-S002-P020,2026-08-28,S002,P020,208,55.0
INV-20260828-S002-P021,2026-08-28,S002,P021,113,35.0
INV-20260828-S002-P022,2026-08-28,S002,P022,129,41.0
INV-20260828-S002-P023,2026-08-28,S002,P023,75,59.0
INV-20260828-S002-P024,2026-08-28,S002,P024,226,51.0
INV-20260828-S002-P025,2026-08-28,S002,P025,27,12.0
INV-20260828-S002-P026,2026-08-28,S002,P026,426,88.0
INV-20260828-S002-P027,2026-08-28,S002,P027,338,95.0
INV-20260828-S002-P028,2026-08-28,S002,P028,98,23.0
INV-20260828-S002-P029,2026-08-28,S002,P029,63,62.0
INV-20260828-S002-P030,2026-08-28,S002,P030,82,20.0
INV-20260828-S002-P031,2026-08-28,S002,P031,95,74.0
INV-20260828-S002-P032,2026-08-28,S002,P032,48,37.0
INV-20260828-S002-P033,2026-08-28,S002,P033,294,72.0
INV-20260828-S002-P034,2026-08-28,S002,P034,82,79.0
INV-20260828-S002-P035,2026-08-28,S002,P035,216,83.0
INV-20260828-S002-P036,2026-08-28,S002,P036,98,20.0
INV-20260828-S002-P037,2026-08-28,S002,P037,287,97.0
INV-20260828-S002-P038,2026-08-28,S002,P038,104,32.0
INV-20260828-S002-P039,2026-08-28,S002,P039,34,14.0
INV-20260828-S002-P040,2026-08-28,S002,P040,234,62.0
INV-20260828-S002-P041,2026-08-28,S002,P041,190,45.0
INV-20260828-S002-P042,2026-08-28,S002,P042,158,88.0
INV-20260828-S002-P043,2026-08-28,S002,P043,111,86.0
INV-20260828-S002-P044,2026-08-28,S002,P044,131,40.0
INV-20260828-S002-P045,2026-08-28,S002,P045,160,100.0
INV-20260828-S002-P046,2026-08-28,S002,P046,174,37.0
INV-20260828-S002-P047,2026-08-28,S002,P047,176,59.0
INV-20260828-S002-P048,2026-08-28,S002,P048,134,34.0
INV-20260828-S002-P049,2026-08-28,S002,P049,220,98.0
INV-20260828-S002-P050,2026-08-28,S002,P050,48,26.0
INV-20260828-S003-P001,2026-08-28,S003,P001,88,57.0
INV-20260828-S003-P002,2026-08-28,S003,P002,149,41.0
INV-20260828-S003-P003,2026-08-28,S003,P003,108,24.0
INV-20260828-S003-P004,2026-08-28,S003,P004,32,20.0
INV-20260828-S003-P005,2026-08-28,S003,P005,155,66.0
INV-20260828-S003-P006,2026-08-28,S003,P006,50,26.0
INV-20260828-S003-P007,2026-08-28,S003,P007,361,97.0
INV-20260828-S003-P008,2026-08-28,S003,P008,189,65.0
INV-20260828-S003-P009,2026-08-28,S003,P009,87,43.0
INV-20260828-S003-P010,2026-08-28,S003,P010,242,66.0
INV-20260828-S003-P011,2026-08-28,S003,P011,155,12.0
INV-20260828-S003-P012,2026-08-28,S003,P012,288,101.0
INV-20260828-S003-P013,2026-08-28,S003,P013,212,56.0
INV-20260828-S003-P014,2026-08-28,S003,P014,94,84.0
INV-20260828-S003-P015,2026-08-28,S003,P015,42,18.0
INV-20260828-S003-P016,2026-08-28,S003,P016,94,56.0
INV-20260828-S003-P017,2026-08-28,S003,P017,63,56.0
INV-20260828-S003-P018,2026-08-28,S003,P018,454,99.0
INV-20260828-S003-P019,2026-08-28,S003,P019,266,64.0
INV-20260828-S003-P020,2026-08-28,S003,P020,268,55.0
INV-20260828-S003-P021,2026-08-28,S003,P021,120,35.0
INV-20260828-S003-P022,2026-08-28,S003,P022,154,41.0
INV-20260828-S003-P023,2026-08-28,S003,P023,112,59.0
INV-20260828-S003-P024,2026-08-28,S003,P024,157,51.0
INV-20260828-S003-P025,2026-08-28,S003,P025,137,12.0
INV-20260828-S003-P026,2026-08-28,S003,P026,216,88.0
INV-20260828-S003-P027,2026-08-28,S003,P027,149,95.0
INV-20260828-S003-P028,2026-08-28,S003,P028,67,23.0
INV-20260828-S003-P029,2026-08-28,S003,P029,118,62.0
INV-20260828-S003-P030,2026-08-28,S003,P030,94,20.0
INV-20260828-S003-P031,2026-08-28,S003,P031,337,74.0
INV-20260828-S003-P032,2026-08-28,S003,P032,157,37.0
INV-20260828-S003-P033,2026-08-28,S003,P033,107,72.0
INV-20260828-S003-P034,2026-08-28,S003,P034,235,79.0
INV-20260828-S003-P035,2026-08-28,S003,P035,394,83.0
INV-20260828-S003-P036,2026-08-28,S003,P036,40,20.0
INV-20260828-S003-P037,2026-08-28,S003,P037,427,97.0
INV-20260828-S003-P038,2026-08-28,S003,P038,88,32.0
INV-20260828-S003-P039,2026-08-28,S003,P039,153,14.0
INV-20260828-S003-P040,2026-08-28,S003,P040,148,62.0
INV-20260828-S003-P041,2026-08-28,S003,P041,163,45.0
INV-20260828-S003-P042,2026-08-28,S003,P042,197,88.0
INV-20260828-S003-P043,2026-08-28,S003,P043,173,86.0
INV-20260828-S003-P044,2026-08-28,S003,P044,195,40.0
INV-20260828-S003-P045,2026-08-28,S003,P045,357,100.0
INV-20260828-S003-P046,2026-08-28,S003,P046,139,37.0
INV-20260828-S003-P047,2026-08-28,S003,P047,276,59.0
INV-20260828-S003-P048,2026-08-28,S003,P048,154,34.0
INV-20260828-S003-P049,2026-08-28,S003,P049,279,98.0
INV-20260829-S001-P001,2026-08-29,S001,P001,164,57.0
INV-20260829-S001-P002,2026-08-29,S001,P002,192,41.0
INV-20260829-S001-P003,2026-08-29,S001,P003,66,24.0
INV-20260829-S001-P004,2026-08-29,S001,P004,59,20.0
INV-20260829-S001-P005,2026-08-29,S001,P005,81,66.0
INV-20260829-S001-P006,2026-08-29,S001,P006,91,26.0
INV-20260829-S001-P007,2026-08-29,S001,P007,471,97.0
INV-20260829-S001-P008,2026-08-29,S001,P008,101,65.0
INV-20260829-S001-P009,2026-08-29,S001,P009,69,43.0
INV-20260829-S001-P010,2026-08-29,S001,P010,242,66.0
INV-20260829-S001-P011,2026-08-29,S001,P011,136,12.0
INV-20260829-S001-P012,2026-08-29,S001,P012,243,101.0
INV-20260829-S001-P013,2026-08-29,S001,P013,258,56.0
INV-20260829-S001-P014,2026-08-29,S001,P014,361,84.0
INV-20260829-S001-P015,2026-08-29,S001,P015,23,18.0
INV-20260829-S001-P016,2026-08-29,S001,P016,254,56.0
INV-20260829-S001-P017,2026-08-29,S001,P017,194,56.0
INV-20260829-S001-P018,2026-08-29,S001,P018,492,99.0
INV-20260829-S001-P019,2026-08-29,S001,P019,259,64.0
INV-20260829-S001-P020,2026-08-29,S001,P020,75,55.0
INV-20260829-S001-P021,2026-08-29,S001,P021,129,35.0
INV-20260829-S001-P022,2026-08-29,S001,P022,82,41.0
INV-20260829-S001-P023,2026-08-29,S001,P023,185,59.0
INV-20260829-S001-P024,2026-08-29,S001,P024,151,51.0
INV-20260829-S001-P025,2026-08-29,S001,P025,188,12.0
INV-20260829-S001-P026,2026-08-29,S001,P026,362,88.0
INV-20260829-S001-P027,2026-08-29,S001,P027,258,95.0
INV-20260829-S001-P028,2026-08-29,S001,P028,49,23.0
INV-20260829-S001-P029,2026-08-29,S001,P029,205,62.0
INV-20260829-S001-P030,2026-08-29,S001,P030,64,20.0
INV-20260829-S001-P031,2026-08-29,S001,P031,278,74.0
INV-20260829-S001-P032,2026-08-29,S001,P032,62,37.0
INV-20260829-S001-P033,2026-08-29,S001,P033,305,72.0
INV-20260829-S001-P034,2026-08-29,S001,P034,355,79.0
INV-20260829-S001-P035,2026-08-29,S001,P035,319,83.0
INV-20260829-S001-P036,2026-08-29,S001,P036,31,20.0
INV-20260829-S001-P037,2026-08-29,S001,P037,413,97.0
INV-20260829-S001-P038,2026-08-29,S001,P038,88,32.0
INV-20260829-S001-P039,2026-08-29,S001,P039,128,14.0
INV-20260829-S001-P040,2026-08-29,S001,P040,306,62.0
INV-20260829-S001-P041,2026-08-29,S001,P041,131,45.0
INV-20260829-S001-P042,2026-08-29,S001,P042,423,88.0
INV-20260829-S001-P043,2026-08-29,S001,P043,136,86.0
INV-20260829-S001-P044,2026-08-29,S001,P044,104,40.0
INV-20260829-S001-P045,2026-08-29,S001,P045,170,100.0
INV-20260829-S001-P046,2026-08-29,S001,P046,178,37.0
INV-20260829-S001-P047,2026-08-29,S001,P047,257,59.0
INV-20260829-S001-P048,2026-08-29,S001,P048,111,34.0
INV-20260829-S001-P049,2026-08-29,S001,P049,423,98.0
INV-20260829-S001-P050,2026-08-29,S001,P050,37,26.0
INV-20260829-S002-P001,2026-08-29,S002,P001,248,57.0
INV-20260829-S002-P002,2026-08-29,S002,P002,116,41.0
INV-20260829-S002-P003,2026-08-29,S002,P003,71,24.0
INV-20260829-S002-P004,2026-08-29,S002,P004,367,20.0
INV-20260829-S002-P005,2026-08-29,S002,P005,260,66.0
INV-20260829-S002-P006,2026-08-29,S002,P006,40,26.0
INV-20260829-S002-P007,2026-08-29,S002,P007,227,97.0
INV-20260829-S002-P008,2026-08-29,S002,P008,303,65.0
INV-20260829-S002-P009,2026-08-29,S002,P009,146,43.0
INV-20260829-S002-P010,2026-08-29,S002,P010,254,66.0
INV-20260829-S002-P011,2026-08-29,S002,P011,20,12.0
INV-20260829-S002-P012,2026-08-29,S002,P012,127,101.0
INV-20260829-S002-P013,2026-08-29,S002,P013,122,56.0
INV-20260829-S002-P014,2026-08-29,S002,P014,120,84.0
INV-20260829-S002-P015,2026-08-29,S002,P015,79,18.0
INV-20260829-S002-P016,2026-08-29,S002,P016,272,56.0
INV-20260829-S002-P017,2026-08-29,S002,P017,157,56.0
INV-20260829-S002-P018,2026-08-29,S002,P018,449,99.0
INV-20260829-S002-P019,2026-08-29,S002,P019,89,64.0
INV-20260829-S002-P020,2026-08-29,S002,P020,196,55.0
INV-20260829-S002-P021,2026-08-29,S002,P021,107,35.0
INV-20260829-S002-P022,2026-08-29,S002,P022,123,41.0
INV-20260829-S002-P023,2026-08-29,S002,P023,60,59.0
